,COPOD_ROC,DeepSVDD_ROC,COPOD_PR,DeepSVDD_PR
3_2_100000010_010000000_impact_fifty,0.4144005682383668,0.5269863147164727,0.44472372140695254,0.5123856752825289
3_2_100000010_100011000_impact_science,0.4719356099097791,0.5319565976136719,0.4799232224095392,0.5513162920440327
3_2_100001000_000100000_environment_latino voices,0.5039538430699045,0.4729312823389342,0.513521337253724,0.47411792046204426
3_2_100001000_010000000_environment_fifty,0.4632507284088989,0.5528550185995498,0.5043431473596298,0.5401916254962589
3_2_100011000_010001000_science_college,0.47561234127868124,0.4845862775673869,0.4860765928454594,0.4838430724342806
3_2_100011000_010011001_science_education,0.5006225647158674,0.5254810771189383,0.5141329362720758,0.517865158946315
3_2_101000100_000000000_food & drink_media_religion,0.5182172057762301,0.5579272746487052,0.5065879006657296,0.5509131234931831
3_2_101000100_011000110_food & drink_home & living,0.5599697253248147,0.640850987947457,0.5212320940595603,0.6389193965098157
3_2_101000100_100000001_food & drink_world news_u.s. news,0.6675207327289323,0.526228713787671,0.6599197330415876,0.5365539135044238
3_2_101000100_100000010_food & drink_impact,0.5339061479494166,0.5096558608001891,0.510885624022466,0.5060302433935555
3_2_101000100_100001000_food & drink_environment,0.5402010002507741,0.48617061455737387,0.5229955583561721,0.4870600164064137
3_2_110000110_010000000_healthy living tips_fifty,0.3772652347566593,0.5494329726407496,0.42412876348062756,0.5531913851597935
3_2_110000110_011000010_healthy living tips_weddings,0.4278712030700349,0.4726862476305316,0.4400309440676364,0.47580969196393996
3_2_110000110_101000100_healthy living tips_food & drink,0.5152454580679713,0.48152592054147164,0.499103327265796,0.4909267540667581
3_2_110011001_010001000_tech_college,0.5450259083270644,0.463952333683176,0.5241471716279318,0.46993429196148256
3_2_110011001_100001000_tech_environment,0.5327969287265983,0.475598546319962,0.5282499058930541,0.47794210712122065
3_2_111000100_010000000_travel_fifty,0.37497493688974354,0.46357939652329216,0.4061911631195898,0.473556876675746
3_2_111000100_011000010_travel_weddings,0.44391247897086017,0.5737285369555898,0.43886695948580967,0.5661044903428646
3_3_000000000_100011000_media_religion_science,0.544203691693416,0.44503652188523635,0.5660290441023388,0.4768351930953181
3_3_000000001_010001000_good news_weird news_college,0.5798751268964841,0.476229051277508,0.614058618789362,0.49304952711351013
3_3_000000001_010011001_good news_weird news_education,0.5755773819390018,0.5076348373363893,0.5964865228433496,0.5317628324919109
3_3_000000001_100001000_good news_weird news_environment,0.5896847076528945,0.536458315617935,0.6176778309079356,0.5475019397031271
3_3_000000001_101000101_good news_weird news_arts & culture,0.5200906908513818,0.5274103474499763,0.5361241400120534,0.5361445228244137
3_3_000101000_000000001_black voices_women_good news_weird news,0.6031689961579673,0.4855090545284482,0.6126014613912171,0.4886496499138052
3_3_000101000_100011000_black voices_women_science,0.5278223248163365,0.4715434758690661,0.5282516795786127,0.47654172424172664
3_3_000101010_000000000_queer voices_media_religion,0.5304504333649245,0.5136761155657974,0.5420789912367692,0.5104336492956637
3_3_000101010_010001000_queer voices_college,0.4941412630233929,0.47551325819167933,0.4935638765938769,0.4750247508204042
3_3_000101010_100000010_queer voices_impact,0.4651021032791166,0.47000789799653614,0.47344845143513825,0.4714085721157648
3_3_000101010_100001000_queer voices_environment,0.4803352917939589,0.46856124586047315,0.4929069905409419,0.46981654050932714
3_3_010000000_010011001_fifty_education,0.34243654865853085,0.4036188590117837,0.4019031837359649,0.4298217971416605
3_3_010001000_000100000_college_latino voices,0.5698312111444503,0.46460369176550487,0.5695759368611338,0.4662323342584039
3_3_010010001_010001000_business_crime_college,0.5500373255077511,0.463124656151495,0.5777642359279477,0.4634071857745591
3_3_010010001_100000001_business_crime_world news_u.s. news,0.611782886771998,0.5078081747943795,0.6281908157237991,0.5060117636825865
3_3_010011011_010001000_money_college,0.4539946492271106,0.46545505350772887,0.45038406501355477,0.46725392466985866
3_3_011000010_001000100_weddings_style,0.43630381700306253,0.4863997545521383,0.44274976934116206,0.4997599449760912
3_3_011000010_010001000_weddings_college,0.37596034176213866,0.5796858826496253,0.4029958086014227,0.5672579261943502
3_3_011000010_100000010_weddings_impact,0.436487883634708,0.4510251621966835,0.4364765943952317,0.4596240404235082
3_3_011000110_010000000_home & living_fifty,0.4478833856846417,0.4938619775146479,0.450708515123279,0.49616057336340147
3_3_100000001_000100000_world news_u.s. news_latino voices,0.7043338044479495,0.525632259856616,0.7239365852398488,0.5358290030079768
3_3_100000001_100011000_world news_u.s. news_science,0.7433301942857142,0.4968812001814059,0.7425438518368137,0.5148400649487672
3_3_100000001_110011001_world news_u.s. news_tech,0.7371215230292475,0.5248889511299948,0.7329984640431471,0.5305482539789699
3_3_100000010_000000001_impact_good news_weird news,0.5998898385774866,0.5057402043471289,0.6033864204205712,0.49625217549434303
3_3_100000010_000100000_impact_latino voices,0.5175506162902186,0.49652853521133644,0.5063372597038646,0.49359833202553083
3_3_100000010_100011000_impact_science,0.47647188821383674,0.5342741559360146,0.48582679829198816,0.5257146326086124
3_3_100001000_000100000_environment_latino voices,0.5521833392003442,0.48026593486077107,0.5531354329739208,0.4808717456313427
3_3_100011000_010001000_science_college,0.5474924927600803,0.5205404767208732,0.5728508927392639,0.5156601864925454
3_3_100011000_010011001_science_education,0.5124507156359709,0.49887195710042054,0.5255769355281295,0.49953935226865376
3_3_101000100_011000110_food & drink_home & living,0.5645022488817539,0.45655638561765854,0.5258234378266722,0.4728072940162159
3_3_101000100_100000001_food & drink_world news_u.s. news,0.7173773038673399,0.5523781677519001,0.7006213774985781,0.5475522553899514
3_3_101000100_100000010_food & drink_impact,0.5592285855648395,0.5244153381322914,0.5266465168736699,0.520444238663726
3_3_101000100_100001000_food & drink_environment,0.5513256032930107,0.5335901814820172,0.5315107005137913,0.5385478709386289
3_3_110000110_010000000_healthy living tips_fifty,0.39056538686482817,0.4733307873877263,0.4340255790716955,0.47810882905944346
3_3_110000110_011000010_healthy living tips_weddings,0.42666197921960114,0.4359012583260354,0.4373753076440128,0.4444429590407682
3_3_110000110_101000100_healthy living tips_food & drink,0.5174838664161536,0.4539583403409708,0.504101176447534,0.46471697120579836
3_3_110011001_010001000_tech_college,0.6161237059107234,0.5426912014062462,0.6046111949745028,0.5562483605128216
3_3_110011001_100001000_tech_environment,0.6582987162749645,0.48714786873274507,0.6411865655882206,0.49341179686354064
3_3_111000100_011000010_travel_weddings,0.40415015294026274,0.5084749222507684,0.4165963365811613,0.5026784882855246
3_4_000000001_010011001_good news_weird news_education,0.5972136085046711,0.5355346844751159,0.6206993541056453,0.534134970014764
3_4_000101000_100011000_black voices_women_science,0.6077643773417314,0.5715436798740452,0.6091343794483386,0.5706255763222315
3_4_010011011_010001000_money_college,0.527694292508918,0.5158747919143876,0.5168794074241885,0.5182056683630997
3_4_100011000_010011001_science_education,0.5642851356043362,0.5031016357393618,0.5799868314553268,0.5079582974440947
3_4_101000100_011000110_food & drink_home & living,0.5059062522462514,0.5361642971818008,0.48366766497596064,0.5200470142983789
3_4_110011001_010001000_tech_college,0.6414986903649688,0.49773524897473853,0.6215498713230799,0.49618980776541316
